LANDSLIDE_,LOCATION,COUNTY,QUADRANGLE,CITY,SP-EASTING,SP-NORTHING,Longitude,Latitude,PROCESS,GEOLOGY,SOILCODE,SERIES,CAUSE,STATUS,LENGTH,WIDTH,SCARP,VOLUME,SLOPE,DATES,MITIGATION,COST,COMMENTS,NAME,
P1,HWY 26 (west bound) Off ramp for Canyon Rd.,Washingto,Portland,Washingto,7626841,679341,-122.74414,45.50813,Slump-Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,60,40,,1333,50,2/96,scooper,"$4,500",,,
P2,HWY 26 (east bound) past Sylvian exit,Multnomah,Portland,Portland,7631545,679587,-122.72582,45.50917,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,30,20,6,133,30,2/96,scooper,,,,
P3,HWY 26 (east bound) mile post 71.7,Multnomah,Portland,Portland,7632191,679208,-122.72326,45.50817,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,fixed,120,200,,8889,40,2/96,"rock fill, wall, new electric poles","$433,000",,,
P4,HWY 26 (east bound) mile post 7.2,Multnomah,Portland,Portland,7632826,678788,-122.72074,45.50707,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,fixed,120,70,8,2489,30,2/96,rock fill,"$43,500",,,
P5,2967 NW Raleigh St.,Multnomah,Portland,Portland,7635035,688496,-122.71317,45.53385,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Water Co,unfixed,200,40,9,2667,45,2/96,,,house has damage,,
P6,3024 NW Raleigh St.,Multnomah,Portland,Portland,7634999,688425,-122.71330,45.53366,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Water Co,unfixed,250,50,,6944,40,2/96,,,Red Taged house,,
P7,2967 NW Raleigh St.,Multnomah,Portland,Portland,7635177,688567,-122.71262,45.53406,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Water Co,fixed,200,45,,3333,35,2/96,"10ft. high concrete retaining wall, rock fill, drains",,"house has damage, broken water pipe",,
P8,Dead End of NW Savier St.,Multnomah,Portland,Portland,7635200,688709,-122.71254,45.53445,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Water Co,unfixed,10,15,2,11,30,2/96,,,,,
P9,3431 NW Raleigh St.,Multnomah,Portland,Portland,7634290,688425,-122.71606,45.53360,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Water Co,unfixed,175,100,4,2593,45,2/96,cover with plastic,,,,
P10,3120 NW Luray Dr.,Multnomah,Portland,Portland,7635366,687456,-122.71176,45.53103,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,fixed,45,45,5,375,35,2/96,"3 (3ft.) retaining walls, major landscaping",,,,
P11,Cornell Rd. (south side) after 1st tunnel (west bound),Multnomah,Portland,Portland,7633404,687113,-122.71938,45.52994,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,60,60,6,800,55,2/96,scoper,,,,
P12,Cornell Rd. (south side) after 1st tunnel (west bound),Multnomah,Portland,Portland,7633203,686877,-122.72014,45.52928,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,50,65,4,481,50,2/96,scooper,,,,
P13,Cornell Rd. (south side) before 2nd tunnel (west bound,Multnomah,Portland,Portland,7633096,686782,-122.72055,45.52901,Debris Slide,CRBG,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,50,20,1,37,60,2/96,scooper,,,,
P14,Cornell Rd. (south side) past 2nd tunnel (west bound),Multnomah,Portland,Portland,7632623,686428,-122.72235,45.52800,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,50,30,6,333,65,2/96,scooper,,paleosol,,
P15,Cornell Rd. (south side) past 2nd tunnel (west bound),Multnomah,Portland,Portland,7632139,686215,-122.72422,45.52738,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,70,25,3,194,45,2/96,,,,,
P16,Cornell Rd. (south side) past Audobon Society (west bo,Multnomah,Portland,Multnomah,7630756,685884,-122.72958,45.52637,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,50,50,3,278,50,2/96,,,,,
P17,Cornell Rd. (north side) / NW 53rd,Multnomah,Portland,Portland,7629526,687291,-122.73453,45.53013,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,60,100,8,1778,35,2/96,"gabion wall,rock fill",,,,
P18,Cornell Rd. (north side) / NW 53rd,Multnomah,Portland,Multnomah,7629278,687338,-122.73550,45.53024,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,80,90,3,800,50,2/96,rock fill,,,,
P19,NW 53rd / near Cornell Rd.,Multnomah,Portland,Multnomah,7629455,687409,-122.73482,45.53045,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,45,25,8,333,45,2/96,,,,,
P20,across from 3417 NW Savior St.,Multnomah,Portland,Portland,7634125,688674,-122.71673,45.53427,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,fixed,50,35,4,259,45,2/96,shotcrete,,drainage off house onto slope,,
P21,Forest Park (end of NW Raleigh St.),Multnomah,Portland,Portland,7633380,688260,-122.71960,45.53308,Slump,PHS,17E,Goble Silt Loam,Natural,fixed,100,100,1,370,15,('90',bull dozer filled in,,,,
P22,Forest Park (Wildwood Trail near 53rd.),Multnomah,Portland,Portland,7633203,688165,-122.72028,45.53281,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,20,10,3,22,20,2/96,,,,,
P23,Forest Park (Wildwood Trail/Holman Lane),Multnomah,Portland,Portland,7631193,688544,-122.72816,45.53370,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,90,45,2,300,25,2/96,"fix trail, culvert",,,,
P24,5947 NW Cornell Rd.,Multnomah,Portland,Multnomah,7628911,687610,-122.73696,45.53096,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,30,20,3,67,50,2/96,scooper,,,,
P25,6000 NW Cornell Rd.,Multnomah,Portland,Multnomah,7628628,687834,-122.73809,45.53155,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,50,100,,1852,25,2/96,scooper,,,,
P26,NW Cornell Rd. (near Thompson),Multnomah,Portland,Multnomah,7628344,688260,-122.73924,45.53270,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,35,100,6,778,35,2/96,scooper,,,,
P27,6103 NW Cornell Rd./ Thompson,Multnomah,Portland,Multnomah,7628119,688981,-122.74020,45.53466,Slump-Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,150,350,,,40,2/96,scooper,,,,
P300,NW Cornell Rd. ( 0.15miles east of Thompson),Multnomah,Portland,Multnomah,7627847,688792,-122.74124,45.53412,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,100,50,,1852,30,2/96,,,,,
P301,NW Cornell Rd. ( 150 meters east of Thompson),Multnomah,Portland,Multnomah,7627966,688354,-122.74073,45.53293,Slump-Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,25,50,7,324,35,2/96,,,,,
P302,NW Cornell Rd. ( 200 ft. east of Thompson),Multnomah,Portland,Multnomah,7627895,688981,-122.74107,45.53464,Slump-Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,10,15,3,14,45,97,"plastic, sand bags",,stream bank erosion,,
P28,NW Thompson Rd.,Multnomah,Portland,Portland,7628403,690388,-122.73924,45.53854,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,100,200,8,5926,45,(95)9,geotarp,,,,
P29,NW Thompson Rd.,Multnomah,Portland,Portland,7627907,690943,-122.74124,45.54002,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,25,50,,463,25,2/96,scooper,,,,
P30,NW Thompson Rd.,Multnomah,Portland,Portland,7627445,691263,-122.74307,45.54087,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,75,200,,8333,35,2/96,"concrete retaining wall (20' high), rock fill, drainage",,water from house above,,
P31,NW Thompson Rd.,Multnomah,Portland,Multnomah,7627197,691558,-122.74407,45.54166,Slump-Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,50,150,,2778,40,2/96,scooper,,cutslope for house,,
P32,NW Thompson Rd.,Multnomah,Portland,Multnomah,7627032,691558,-122.74472,45.54164,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,150,25,4,556,30,2/96,scooper,,,,
P33,Across from 6920 NW Thompson,Multnomah,Portland,Multnomah,7626760,691534,-122.74578,45.54156,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,75,100,,2778,35,(90's,scooper,,reactivation of paleoslide,,
P34,NW Thompson,Multnomah,Portland,Multnomah,7626571,691676,-122.74653,45.54193,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,75,100,,2778,60,('96),"geotarp, scooper",,,,
P35,NW Thompson,Multnomah,Portland,Multnomah,7626074,691795,-122.74848,45.54222,Slump,PHS,17D,Goble Silt Loam,Natural,unfixed,75,150,,6250,30,2/96,,,reactivation of paleoslide,,
P36,NW 53rd/Cornell Rd.,Multnomah,Portland,Multnomah,7625956,692362,-122.74900,45.54376,Earthflow,PHS,17E,Goble Silt Loam,Human/Fill,fixed,100,150,,,55,2/96,"rock fill, new pavement",,stream bank erosion,,
P37,Across from 2939 NW 53rd,Multnomah,Portland,Multnomah,7626630,692527,-122.74639,45.54427,Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,unfixed,25,50,6,278,50,2/96,scooper,,,,
P38,2546 NW 53rd.,Multnomah,Portland,Multnomah,7628557,691286,-122.73874,45.54101,Slump-Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,fixed,75,275,,7639,45,(2/96,"timber retaining wall, geotarp, revegetate",,water from house,,
P150,Lower Macleay Park/Thurman Ave.,Multnomah,Portland,Portland,7635319,688969,-122.71211,45.53517,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Fill,unfixed,25,15,3,42,35,2/96,plastic cover,,water from house,,
P151,Lower Macleay Park,Multnomah,Portland,Portland,7634515,688201,-122.71516,45.53301,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,100,30,4,444,40,2/96,,,stream bank erosion,,
P152,Lower Macleay Park,Multnomah,Portland,Portland,7633983,688094,-122.71723,45.53267,Slump-Earthflow,PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,200,125,,9259,45,2/96,,,stream bank erosion,,
P153,Lower Macleay Park,Multnomah,Portland,Portland,7632860,687361,-122.72153,45.53058,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Natural,unfixed,30,50,4,222,30,(2/96,,,,,
P154,7144 NW Thompson Rd.,Multnomah,Portland,Multnomah,7625519,692457,-122.75072,45.54399,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,fixed,80,120,6,2133,35,2/96,"concrete retaining wall (6' high), rock fill, drainage, new pavement",,,,
P161,NW Cornell Rd.,Multnomah,Portland,Portland,7625046,688437,-122.75213,45.53293,Slump-Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,75,30,6,500,25,2/96,scooper,,paleosol,,
P162,6701 NW Cornell Rd.,Multnomah,Portland,Portland,7625140,688343,-122.75175,45.53268,Earthflow,PHS,17E,Goble Silt Loam,Human/Fill,fixed,130,60,5,1444,40,2/96,"new sewer system, drainage, rock fill, new vegetation, new pavement",,"undersized culverts, stream bank erosion",,
P163,325 NW Royal Blvd.,Multnomah,Portland,Portland,7627147,685106,-122.74357,45.52396,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,fixed,75,70,,1944,35,2/96,"3 retaining walls, rock fill, landscaping","$40,000",water from house,,
P164,above 265 NW Royal Blvd.,Multnomah,Portland,Portland,7627238,684190,-122.74311,45.52146,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,100,75,,5556,35,2/96,"scoop off road repave drivway, tarp scarp (12/97) rock fill, dirt fi",,lost deck on house,,
P165,Calvary Cemetary (skyline blvd.),Multnomah,Portland,Portland,7628018,684032,-122.74006,45.52108,Earthflow,PHS,17E,Goble Silt Loam,Human/Fill,fixed,50,120,,2222,35,2/96,"Gabion wall, rock fill, dirt fill, new pavement","$32,000",Runoff from road,,
P166,NW Hermosa/Burnside,Multnomah,Portland,Portland,7634653,684554,-122.71423,45.52302,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,40,35,6,311,45,2/96,scooper,,silts sliding on basalt bench,,
P167,Burnside/Hermosa,Multnomah,Portland,Portland,7634748,684497,-122.71386,45.52287,Earthflow,PHS,17E,Goble Silt Loam,Human/Fill,fixed,120,50,,2222,40,2/96,"Module concrete retain wall, rock fill, reveg, new pavement",,,,
P168,Across from 2824 Santanita Terr.,Multnomah,Portland,Portland,7635258,684748,-122.71189,45.52359,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Cutslope,unfixed,50,100,6,1111,40,2/96,"new rock wall, scooper",,poor drainage,,
P169,Calvary Cemetary (skyline blvd./Burnside),Multnomah,Portland,Portland,7628938,684014,-122.73647,45.52110,Slump-Earthflow/Debri,PHS,7D,Cascade Silt Loam,Natural,fixed,150,150,,,35,2/96,"Regrade, soil fill, drainage","$20,000",,,
P170,Burnside (across from 5311),Multnomah,Portland,Portland,7630234,683022,-122.73130,45.51848,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,unfixed,45,60,7,700,50,2/96,scooper,,steep cutslope,,
P171,4911 SW 48th St.,Multnomah,Portland,Portland,7630833,683047,-122.72897,45.51860,Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Cutslope,fixed,60,150,6,2000,35,2/96,"Boulder wall, regrade, reveg.",,old logging road cutslope,,
P172,Across from 4703 NW Seblar Terr.,Multnomah,Portland,Portland,7631992,684400,-122.72460,45.52239,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,fixed,50,30,5,278,40,2/96,"8ft. high rock wall, rock fill,",,water from house,,
P173,3120 NW Monte Vista,Multnomah,Portland,Portland,7634508,685418,-122.71489,45.52538,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Cutslope,fixed,30,75,5,417,35,2/96,"3ft. concrete wall, rock fill","$24,000",,,
P174,"NW Monte Vista, below Pittock Mansion",Multnomah,Portland,Portland,7634384,685294,-122.71536,45.52503,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Cutslope,unfixed,60,60,6,800,30,2/96,scooper,,natural,,
P175,"NW Monte Vista, below Pittock Mansion",Multnomah,Portland,Portland,7634137,685218,-122.71632,45.52480,Earthflow,PHS,17C,Goble Silt Loam,Human/Cutslope,fixed,35,50,5,324,30,2/96,rock fill,,,,
P176,445 NW Hilltop Dr.,Multnomah,Portland,Portland,7632464,685487,-122.72287,45.52541,Earthflow/Debris Flow,PHS,17C,Goble Silt Loam,Human/Fill,fixed,70,70,,1815,45,2/96,"Timber piles, rock fill, 1000ft. of drainage",,No culvert for driveway,,
P177,446 NW Hilltop Dr.,Multnomah,Portland,Portland,7632774,685597,-122.72167,45.52574,Earthflow,PHS,17C,Goble Silt Loam,Human/Fill,unfixed,50,120,4,889,25,2/96,drainage to be installed,,New deck,,
P178,Pittock Mansion Dr.,Multnomah,Portland,Portland,7633455,685129,-122.71897,45.52450,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,30,100,3,333,50,2/96,geotarp/scooper,,steep cutslope,,
P179,Pittock Mansion Dr.,Multnomah,Portland,Portland,7633297,684978,-122.71957,45.52408,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,20,40,3,89,45,2/96,scooper,,paleosol,,
P180,Pittock Mansion Dr.,Multnomah,Portland,Portland,7633270,684854,-122.71966,45.52374,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,25,35,4,130,45,2/96,scooper,,paleosol,,
P181,3135 NW Rio Vista Dr.,Multnomah,Portland,Portland,7634680,685824,-122.71426,45.52650,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Cutslope,fixed,50,50,4,370,30,2/96,"concrete wall, rock fill",,,,
P182,556 NW Hermosa Dr.,Multnomah,Portland,Portland,7635423,685714,-122.71135,45.52626,Slump-Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Fill,fixed,175,100,,6481,45,2/96,rock fill,,water from house above,,
P183,604 NW Macleay Blvd.,Multnomah,Portland,Portland,7635265,685886,-122.71199,45.52671,Earthflow,PHS,20F,Haplumbrepts,Human/Fill,unfixed,55,30,8,489,40,2/96,tarp over scarp,,,,
P184,3058 Valley Terr.,Multnomah,Portland,Portland,7634790,685425,-122.71379,45.52542,Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,60,80,5,889,20,2/96,scooper,,paleosol,,
P185,3032 Valley Terr.,Multnomah,Portland,Portland,7634969,685514,-122.71310,45.52567,Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,300,100,6,6667,20,(2/96,scoop off road,,yearly movement (1-3 ft.),,
P186,Monte Vista Terr. (across from 3112 Valley Vista),Multnomah,Portland,Portland,7634591,685329,-122.71456,45.52514,Slump-Earthflow,PHS,17E,Goble Silt Loam,Human/Fill,fixed,60,100,6,1333,25,2/96,"Major structural repair to house, rock fill, drainage","$400,000",Red Tagged,,
P187,Burnside/Hermosa,Multnomah,Portland,Portland,7634914,684517,-122.71321,45.52294,Slump-Earthflow,PHS,17E,Goble Silt Loam,Natural,unfixed,90,40,5,667,35,2/96,scooper,,,,
P188,Macleay/Burnside,Multnomah,Portland,Portland,7635960,684861,-122.70917,45.52396,Earthflow,PHS,20F,Haplumbrepts,Human/Water Co,unfixed,60,60,3,400,35,2/96,scooper,,water from house above,,
P189,Impearal Terr./Macleay,Multnomah,Portland,Portland,7636387,685150,-122.70753,45.52478,Earthflow,PHS,20F,Haplumbrepts,Human/Water Co,unfixed,100,20,5,370,40,2/96,scooper,,water from house above,,
P190,Rainer/Buhla Vista Blv.,Multnomah,Portland,Portland,7636270,685459,-122.70802,45.52562,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Water Co,fixed,75,200,4,2222,40,2/96,3 new concrete block walls (75ft. long each),,water pipe break,,
P191,Lomita Terr.,Multnomah,Portland,Portland,7636683,685597,-122.70643,45.52603,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Cutslope,fixed,35,25,3,97,40,2/96,"scooper, geotarp, reveg.",,paleosol,,
P192,Lomita Terr.,Multnomah,Portland,Portland,7636593,685673,-122.70679,45.52623,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,unfixed,80,25,3,222,45,2/96,scooper,,paleosol,,
P193,485 Albemarle Terr.,Multnomah,Portland,Portland,7636752,685913,-122.70619,45.52690,Earthflow,PHS,20F,Haplumbrepts,Human/Water Co,unfixed,150,200,8,8889,35,(96)9,"Tarped,still moving",,,,
P194,Hill Side Recreation Center,Multnomah,Portland,Portland,7636125,686374,-122.70869,45.52812,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,fixed,50,200,,3704,30,97,"I beam piles, rock fill, reveg.","$100,000",water from house above,,
P195,Across from 500 Maywood Dr.,Multnomah,Portland,Portland,7636834,686044,-122.70589,45.52727,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,fixed,35,35,3,136,40,2/96,"3 terraced walls, draines",,possible natural,,
P196,430 Maywood Dr.,Multnomah,Portland,Portland,7636944,686017,-122.70545,45.52720,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,fixed,50,50,3,278,30,2/96,"new concrete wall, rock fill",,,,
P197,Maywood/ Burnside,Multnomah,Portland,Portland,7636772,685033,-122.70602,45.52449,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,fixed,75,175,6,2917,45,2/96,"shotcrete, tiebacks",,water from above,,
P198,Maywood/ Burnside,Multnomah,Portland,Portland,7636600,684971,-122.70668,45.52431,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,unfixed,75,60,7,1167,40,2/96,Tie backs,,water from above,,
P199,NW Westover rd./Flanders/24th,Multnomah,Portland,Portland,7638162,685390,-122.70064,45.52557,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,30,15,3,50,55,2/97,scooper,,paleosol,,
P200,Across from 1020 Summit Ave.,Multnomah,Portland,Portland,7636745,687111,-122.70635,45.53018,Earthflow,Troutdale,18D,Goble-Urban Land Complex,Human/Cutslope,unfixed,35,25,3,97,40,2/96,Scooper,,,,
P201,Uptown Terr.,Multnomah,Portland,Portland,7637701,685033,-122.70240,45.52456,Debris Slide,CRBG,20F,Haplumbrepts,Human/Cutslope,fixed,30,40,3,133,40,2/96,Rock Fill,,,,
P202,2985 Burnside,Multnomah,Portland,Portland,7635196,684537,-122.71211,45.52301,Earthflow,PHS,56E,Wauld Very Gravelly Loam,Human/Cutslope,unfixed,175,100,,6481,45,2/96,,,runoff from road above,,
P203,Burnside (SW/Maywood dr.),Multnomah,Portland,Portland,7636758,684744,-122.70604,45.52370,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,fixed,300,50,,5556,50,2/96,"rock fill, new sidewalk, scooper,geotarp",,local debris dump?,,
P204,across from 323 SW Marconi Rd.,Multnomah,Portland,Portland,7636889,684179,-122.70547,45.52216,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Fill,fixed,100,60,,2222,35,2/96,"Concrete wall, rock fill, drains",,runoff from house above,,
P205,Burnside (between Maywood/Uptown Terr.),Multnomah,Portland,Portland,7637054,684984,-122.70492,45.52438,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,unfixed,120,30,5,667,50,2/96,scooper,,water from house above,,
P206,across from 2981 SW Fairview Rd.,Multnomah,Portland,Portland,7635286,683890,-122.71169,45.52124,Slump-Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,fixed,75,40,4,444,35,2/96,"2 timber walls, 1 concrete block wall, reveg.",,water from house above,,
P207,across from 2937 SW Fairview Rd.,Multnomah,Portland,Portland,7635685,684083,-122.71016,45.52180,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Cutslope,unfixed,50,40,4,296,35,(2/96,"scooper, reveg.",,water from house above,,
P208,across from 2903 SW Fairview Rd.,Multnomah,Portland,Portland,7635857,683973,-122.70948,45.52151,Slump-Earthflow,PHS,20F,Haplumbrepts,Human/Fill,fixed,100,55,6,1222,35,2/96,"I beam piles (30ft. high), plastic cover",,broken water line,,
P209,below 3110 SE Fairview Rd.,Multnomah,Portland,Portland,7634886,683287,-122.71319,45.51956,Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Water Co,unfixed,45,35,3,175,35,2/96,covered with plastic,,water from house above,,
P210,across from 3150 SW View Place,Multnomah,Portland,Portland,7634401,683594,-122.71511,45.52037,Slump-Earthflow,PHS,18D,Goble-Urban Land Complex,Human/Fill,unfixed,200,100,6,4444,30,2/96,"covered with plastic, water bearm on road",,,,
P211,across from 3133 SW View Place,Multnomah,Portland,Portland,7634682,683460,-122.71400,45.52002,Slump-Earthflow,PHS,17D,Goble Silt Loam,Human/Cutslope,fixed,50,50,6,556,35,2/96,"boulder wall, rock fill",,broken water line,,
P214,Hoyte Arboritum,Multnomah,Portland,Portland,7633538,683264,-122.71844,45.51940,Slump-Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,30,60,3,200,45,2/96,scooper,,,,
P213,Hoyte Arboritum,Multnomah,Portland,Portland,7633435,683815,-122.71891,45.52090,Slump,PHS,17E,Goble Silt Loam,Human/Cutslope,unfixed,25,100,4,370,35,2/96,scooper,,,,
P215,2862 SW Fairview Rd.,Multnomah,Portland,Portland,7635451,683443,-122.71100,45.52003,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,unfixed,50,25,4,185,50,2/96,Scooper,,,,
P216,SW Fairview/Cascade,Multnomah,Portland,Portland,7635066,683065,-122.71246,45.51897,Earthflow,PHS,20F,Haplumbrepts,Human/Cutslope,unfixed,50,50,,926,45,2/96,scooper,,natural,,
P217,2778 SW Fairview Rd.,Multnomah,Portland,Portland,7635527,683195,-122.71068,45.51936,Earthflow,PHS,17D,Goble Silt Loam,Human/Fill,unfixed,50,30,,556,25,2/96,scooper,,runoff from road above,,
P218,3246 Cascade Terr.,Multnomah,Portland,Portland,7635389,681991,-122.71109,45.51605,Slump-Earthflow,PHS,17E,Goble Silt Loam,Human/Cutslope,fixed,35,80,5,519,35,2/96,"Regrade, soil fill, drainage, geotarp, new veg",,septic tank,,
P219,across from 3124 SW Cascade Dr.,Multnomah,Portland,Portland,7635417,682631,-122.71105,45.51780,Earthflow,PHS,18C,Goble-Urban Land Complex,Human/Cutslope,fixed,45,75,5,625,35,2/96,"new rock wall, timber wall, rock fill, drains, reveg.",,house runoff,,
P220,SW Skyline/Burton Dr.,Multnomah,Portland,Portland,7630360,680788,-122.73057,45.51237,Slump-Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,fixed,40,120,6,1067,45,2/96,"100ft. Gabion wall, rock fill",,reactivation of paleoslide,,
P221,across from 1190 SW Skyline Blvd.,Multnomah,Portland,Portland,7630543,681544,-122.72994,45.51445,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,fixed,60,60,6,800,30,2/96,rock fill,,reactivation of paleoslide,,
P222,1100 SW Skyline Blvd.,Multnomah,Portland,Portland,7631181,681870,-122.72749,45.51540,Earthflow,PHS,8C,Cascade-Urban Land Complex,Human/Cutslope,unfixed,30,90,8,800,60,2/96,scooper,,,,
P223,across from 710 SW Skyline,Multnomah,Portland,Portland,7630204,682716,-122.73139,45.51764,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,45,100,,1667,55,2/96,scooper,,,,
P224,across from 660 SW Skyline Blvd.,Multnomah,Portland,Portland,7629813,682782,-122.73292,45.51779,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,20,20,,148,55,2/96,scooper,,,,
P225,across from 660 SW Skyline Blvd.,Multnomah,Portland,Portland,7629969,682769,-122.73231,45.51777,Earthflow,PHS,7C,Cascade Silt Loam,Human/Cutslope,unfixed,40,65,,963,35,2/96,scooper,,,,
LN8,Skyline/Cornell Rd.,Multnomah,Linnton,Portland,7624420,687954,-122.75451,45.53156,Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,fixed,40,130,6,1156,35,2/96,"2 gabion walls, rock fill",,steep cutslope,,
LN9,across from 1201 Skyline Blvd.,Multnomah,Linnton,Multnomah,7623912,687302,-122.75643,45.52974,Slump-Earthflow,PHS,7D,Cascade Silt Loam,Human/Cutslope,fixed,60,150,,3333,45,2/96,"gabion wall, rock fill",,steep cutslope,,
LN10,728 Skyline Blvd.,Multnomah,Linnton,Multnomah,7623755,686937,-122.75700,45.52872,Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,unfixed,25,80,4,296,50,2/96,scooper,,steep cutslope,,
LN11,621 Skyline Blvd.,Multnomah,Linnton,Multnomah,7623820,686534,-122.75670,45.52762,Earthflow,PHS,7E,Cascade Silt Loam,Human/Cutslope,fixed,75,75,6,1250,45,2/96,"gabion wall, rock fill",,steep cutslope,,
LN12,across from 495 Skyline Blvd.,Multnomah,Linnton,Multnomah,7624055,685830,-122.75571,45.52571,Slump,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,20,35,4,104,30,2/96,scooper,,steep cutslope,,
LN13,across from 485 Skyline blvd.,Multnomah,Linnton,Multnomah,7624224,685674,-122.75503,45.52530,Earthflow,PHS,8D,Cascade-Urban Land Complex,Human/Cutslope,unfixed,20,35,3,78,35,97,scooper,,water from garden above,,
